"Metabolite","Dilution","Concentration","ChromIntensities","OwnBorderIntensities","Batch_Id"
"Lysine_(4TMS)_MP_RI:1915_IDENT:A+C",0.2,4106.21407,19009781,NA,"e18057cz"
"Lysine_(4TMS)_MP_RI:1915_IDENT:A+C",0.5,10265.535175,39201237,NA,"e18057cz"
"Lysine_(4TMS)_MP_RI:1915_IDENT:A+C",1,20531.07035,101072036,NA,"e18057cz"
"Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B",0.005,-99,-99,-99,"e18057cz"
"Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B",0.01,-99,-99,-99,"e18057cz"
"Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B",0.02,92.75147242,1376247,NA,"e18057cz"
"Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B",0.05,231.87868105,1436300,NA,"e18057cz"
"Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B",0.1,463.7573621,2820701,NA,"e18057cz"
"Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B",0.2,927.5147242,5524148,NA,"e18057cz"
"Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B",0.5,2318.7868105,11486885,NA,"e18057cz"
"Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B",1,4637.573621,24849026,NA,"e18057cz"
"Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D",0.005,-99,-99,-99,"e18057cz"
"Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D",0.01,-99,-99,-99,"e18057cz"
"Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D",0.02,220.7627352,583334,NA,"e18057cz"
"Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D",0.05,551.906838,1470960,NA,"e18057cz"
"Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D",0.1,1103.813676,4077965,NA,"e18057cz"
"Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D",0.2,2207.627352,8757515,NA,"e18057cz"
"Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D",0.5,5519.06838,19661182,NA,"e18057cz"
"Tyrosine_(3TMS)_MP_RI:1933_IDENT:B+D",1,11038.13676,52432877,NA,"e18057cz"
"Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D",0.005,83.94015065,878374,NA,"e18057cz"
"Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D",0.01,167.8803013,1743389,NA,"e18057cz"
"Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D",0.02,335.7606026,3563647,NA,"e18057cz"
"Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D",0.05,839.4015065,9277368,NA,"e18057cz"
"Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D",0.1,1678.803013,18765277,NA,"e18057cz"
"Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D",0.2,3357.606026,44305811,NA,"e18057cz"
"Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D",0.5,8394.015065,121770846,NA,"e18057cz"
"Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D",1,16788.03013,236462765,NA,"e18057cz"
"Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D",0.005,277.5310835,2712456,NA,"e18057cz"
"Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D",0.01,555.062167,5577717,NA,"e18057cz"
"Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D",0.02,1110.124334,11929100,NA,"e18057cz"
"Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D",0.05,2775.310835,28275503,NA,"e18057cz"
"Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D",0.1,5550.62167,57429161,NA,"e18057cz"
"Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D",0.2,11101.24334,126785283,NA,"e18057cz"
"Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D",0.5,27753.10835,368960619,NA,"e18057cz"
"Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D",1,55506.2167,719586205,NA,"e18057cz"
"Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D",0.005,456.03794235,1790129,NA,"e18057cz"
"Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D",0.01,912.0758847,2524860,NA,"e18057cz"
"Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D",0.02,1824.1517694,5873041,NA,"e18057cz"
"Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D",0.05,4560.3794235,9389239,NA,"e18057cz"
"Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D",0.1,9120.758847,17722535,NA,"e18057cz"
"Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D",0.2,18241.517694,13498334,NA,"e18057cz"
"Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D",0.5,45603.794235,21173810,NA,"e18057cz"
"Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D",1,91207.58847,9435537,NA,"e18057cz"
"Tryptophan_(3TMS)_MP_RI:2209_IDENT:B+C",0.005,-99,-99,-99,"e18057cz"
"Tryptophan_(3TMS)_MP_RI:2209_IDENT:B+C",0.01,-99,-99,-99,"e18057cz"
"Tryptophan_(3TMS)_MP_RI:2209_IDENT:B+C",0.02,-99,-99,-99,"e18057cz"
"Tryptophan_(3TMS)_MP_RI:2209_IDENT:B+C",0.05,-99,-99,-99,"e18057cz"
"Tryptophan_(3TMS)_MP_RI:2209_IDENT:B+C",0.1,-99,-99,-99,"e18057cz"
"Tryptophan_(3TMS)_MP_RI:2209_IDENT:B+C",0.2,1958.5761152,5323186,NA,"e18057cz"
"Tryptophan_(3TMS)_MP_RI:2209_IDENT:B+C",0.5,4896.440288,17811035,NA,"e18057cz"
"Tryptophan_(3TMS)_MP_RI:2209_IDENT:B+C",1,9792.880576,41780666,NA,"e18057cz"
"Fructose-1-phosphate_(1MEOX)(6TMS)_MP_RI:2291_IDENT:B+D",0.005,-99,-99,-99,"e18057cz"
"Fructose-1-phosphate_(1MEOX)(6TMS)_MP_RI:2291_IDENT:B+D",0.01,-99,-99,-99,"e18057cz"
"Fructose-1-phosphate_(1MEOX)(6TMS)_MP_RI:2291_IDENT:B+D",0.02,-99,-99,-99,"e18057cz"
"Fructose-1-phosphate_(1MEOX)(6TMS)_MP_RI:2291_IDENT:B+D",0.05,-99,-99,-99,"e18057cz"
"Fructose-1-phosphate_(1MEOX)(6TMS)_MP_RI:2291_IDENT:B+D",0.1,-99,-99,-99,"e18057cz"
"Fructose-1-phosphate_(1MEOX)(6TMS)_MP_RI:2291_IDENT:B+D",0.2,0.2,626760,NA,"e18057cz"
"Fructose-1-phosphate_(1MEOX)(6TMS)_MP_RI:2291_IDENT:B+D",0.5,0.5,6643833,NA,"e18057cz"
"Fructose-1-phosphate_(1MEOX)(6TMS)_MP_RI:2291_IDENT:B+D",1,1,15954606,NA,"e18057cz"
"Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C",0.005,-99,-99,-99,"e18057cz"
"Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C",0.01,131.5356791,707219,NA,"e18057cz"
"Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C",0.02,263.0713582,2019069,NA,"e18057cz"
"Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C",0.05,657.6783955,7421447,NA,"e18057cz"
"Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C",0.1,1315.356791,16866784,NA,"e18057cz"
"Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C",0.2,2630.713582,41487793,NA,"e18057cz"
"Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C",0.5,6576.783955,129256561,NA,"e18057cz"
"Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C",1,13153.56791,263689360,NA,"e18057cz"
"Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B",0.005,-99,-99,-99,"e18057cz"
"Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B",0.01,0.01,365701,NA,"e18057cz"
"Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B",0.02,0.02,969663,NA,"e18057cz"
"Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B",0.05,0.05,4845810,NA,"e18057cz"
"Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B",0.1,0.1,11240086,NA,"e18057cz"
"Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B",0.2,0.2,26935315,NA,"e18057cz"
"Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B",0.5,0.5,79939576,NA,"e18057cz"
"Glucose-1/6-phosphate_(1MEOX)(6TMS)_MP_RI:2316_IDENT:C+D/A+B",1,1,157048879,NA,"e18057cz"
"Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D",0.005,-99,-99,-99,"e18057cz"
"Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D",0.01,-99,-99,-99,"e18057cz"
"Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D",0.02,-99,-99,-99,"e18057cz"
"Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D",0.05,730.8231995,6052917,NA,"e18057cz"
"Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D",0.1,1461.646399,7044397,NA,"e18057cz"
"Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D",0.2,2923.292798,15408670,NA,"e18057cz"
"Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D",0.5,7308.231995,27463653,NA,"e18057cz"
"Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D",1,14616.46399,51797156,NA,"e18057cz"
"Inosine_(4TMS)_MP_RI:2586_IDENT:C+D",0.005,-99,-99,-99,"e18057cz"
"Inosine_(4TMS)_MP_RI:2586_IDENT:C+D",0.01,-99,-99,-99,"e18057cz"
"Inosine_(4TMS)_MP_RI:2586_IDENT:C+D",0.02,-99,-99,-99,"e18057cz"
"Inosine_(4TMS)_MP_RI:2586_IDENT:C+D",0.05,-99,-99,-99,"e18057cz"
"Inosine_(4TMS)_MP_RI:2586_IDENT:C+D",0.1,1118.443127,1352506,NA,"e18057cz"
"Inosine_(4TMS)_MP_RI:2586_IDENT:C+D",0.2,2236.886254,4699156,NA,"e18057cz"
"Inosine_(4TMS)_MP_RI:2586_IDENT:C+D",0.5,5592.215635,15986867,NA,"e18057cz"
"Inosine_(4TMS)_MP_RI:2586_IDENT:C+D",1,11184.43127,7409278,NA,"e18057cz"
"Adenosine_(4TMS)_MP_RI:2644_IDENT:A+B",0.005,-99,-99,-99,"e18057cz"
"Adenosine_(4TMS)_MP_RI:2644_IDENT:A+B",0.01,187.090739,346945,NA,"e18057cz"
"Adenosine_(4TMS)_MP_RI:2644_IDENT:A+B",0.02,374.181478,594397,NA,"e18057cz"
"Adenosine_(4TMS)_MP_RI:2644_IDENT:A+B",0.05,935.453695,1144537,NA,"e18057cz"
"Adenosine_(4TMS)_MP_RI:2644_IDENT:A+B",0.1,-99,-99,-99,"e18057cz"
"Adenosine_(4TMS)_MP_RI:2644_IDENT:A+B",0.2,-99,-99,-99,"e18057cz"
"Adenosine_(4TMS)_MP_RI:2644_IDENT:A+B",0.5,9354.53695,2241683,NA,"e18057cz"
"Adenosine_(4TMS)_MP_RI:2644_IDENT:A+B",1,18709.0739,4791192,NA,"e18057cz"
"Fructose-1_6-diphosphate_(1MEOX)(7TMS)_BP_RI:2699_IDENT:B+C",0.005,-99,-99,-99,"e18057cz"
"Fructose-1_6-diphosphate_(1MEOX)(7TMS)_BP_RI:2699_IDENT:B+C",0.01,-99,-99,-99,"e18057cz"
"Fructose-1_6-diphosphate_(1MEOX)(7TMS)_BP_RI:2699_IDENT:B+C",0.02,-99,-99,-99,"e18057cz"
"Fructose-1_6-diphosphate_(1MEOX)(7TMS)_BP_RI:2699_IDENT:B+C",0.05,-99,-99,-99,"e18057cz"
"Fructose-1_6-diphosphate_(1MEOX)(7TMS)_BP_RI:2699_IDENT:B+C",0.1,-99,-99,-99,"e18057cz"
"Fructose-1_6-diphosphate_(1MEOX)(7TMS)_BP_RI:2699_IDENT:B+C",0.2,10857.615938,5453471,NA,"e18057cz"
"Fructose-1_6-diphosphate_(1MEOX)(7TMS)_BP_RI:2699_IDENT:B+C",0.5,27144.039845,34509403,NA,"e18057cz"
"Fructose-1_6-diphosphate_(1MEOX)(7TMS)_BP_RI:2699_IDENT:B+C",1,54288.07969,68246949,NA,"e18057cz"
"Fructose-1_6-diphosphate_(1MEOX)(7TMS)_MP_RI:2705_IDENT:B+C",0.005,-99,-99,-99,"e18057cz"
"Fructose-1_6-diphosphate_(1MEOX)(7TMS)_MP_RI:2705_IDENT:B+C",0.01,-99,-99,-99,"e18057cz"
"Fructose-1_6-diphosphate_(1MEOX)(7TMS)_MP_RI:2705_IDENT:B+C",0.02,-99,-99,-99,"e18057cz"
"Fructose-1_6-diphosphate_(1MEOX)(7TMS)_MP_RI:2705_IDENT:B+C",0.05,-99,-99,-99,"e18057cz"
"Fructose-1_6-diphosphate_(1MEOX)(7TMS)_MP_RI:2705_IDENT:B+C",0.1,5428.807969,598904,NA,"e18057cz"
"Fructose-1_6-diphosphate_(1MEOX)(7TMS)_MP_RI:2705_IDENT:B+C",0.2,10857.615938,5295836,NA,"e18057cz"
"Fructose-1_6-diphosphate_(1MEOX)(7TMS)_MP_RI:2705_IDENT:B+C",0.5,27144.039845,34416879,NA,"e18057cz"
"Fructose-1_6-diphosphate_(1MEOX)(7TMS)_MP_RI:2705_IDENT:B+C",1,54288.07969,73163467,NA,"e18057cz"
"Uridine 5'-monophosphate_(5TMS)_MP_RI:2878_IDENT:B+C",0.005,-99,-99,-99,"e18057cz"
"Uridine 5'-monophosphate_(5TMS)_MP_RI:2878_IDENT:B+C",0.01,-99,-99,-99,"e18057cz"
"Uridine 5'-monophosphate_(5TMS)_MP_RI:2878_IDENT:B+C",0.02,-99,-99,-99,"e18057cz"
"Uridine 5'-monophosphate_(5TMS)_MP_RI:2878_IDENT:B+C",0.05,-99,-99,-99,"e18057cz"
"Uridine 5'-monophosphate_(5TMS)_MP_RI:2878_IDENT:B+C",0.1,-99,-99,-99,"e18057cz"
"Uridine 5'-monophosphate_(5TMS)_MP_RI:2878_IDENT:B+C",0.2,16297.70474,393392,NA,"e18057cz"
"Uridine 5'-monophosphate_(5TMS)_MP_RI:2878_IDENT:B+C",0.5,40744.26185,19013262,NA,"e18057cz"
"Uridine 5'-monophosphate_(5TMS)_MP_RI:2878_IDENT:B+C",1,81488.5237,36362742,NA,"e18057cz"
"Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D",0.005,1454.016721,3864521,NA,"e18060cz"
"Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D",0.01,2908.033442,8129075,NA,"e18060cz"
"Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D",0.02,5816.066884,17731509,NA,"e18060cz"
"Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D",0.05,14540.16721,50927493,NA,"e18060cz"
"Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D",0.1,29080.33442,72329699,NA,"e18060cz"
"Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D",0.2,58160.66884,84990226,NA,"e18060cz"
"Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D",0.5,145401.6721,154843235,NA,"e18060cz"
"Pyruvic acid_(1MEOX)(1TMS)_MP_RI:1045_IDENT:A+D",1,290803.3442,290342318,NA,"e18060cz"
"Lactic acid_(2TMS)_MP_RI:1055_IDENT:B+C",0.005,2230.9477065,29640565,NA,"e18060cz"
"Lactic acid_(2TMS)_MP_RI:1055_IDENT:B+C",0.01,4461.895413,48045129,NA,"e18060cz"
"Lactic acid_(2TMS)_MP_RI:1055_IDENT:B+C",0.02,8923.790826,85020715,NA,"e18060cz"
"Lactic acid_(2TMS)_MP_RI:1055_IDENT:B+C",0.05,22309.477065,213564330,NA,"e18060cz"
"Lactic acid_(2TMS)_MP_RI:1055_IDENT:B+C",0.1,44618.95413,419638537,NA,"e18060cz"
"Lactic acid_(2TMS)_MP_RI:1055_IDENT:B+C",0.2,89237.90826,801814034,NA,"e18060cz"
"Lactic acid_(2TMS)_MP_RI:1055_IDENT:B+C",0.5,223094.77065,2324487874,NA,"e18060cz"
"Lactic acid_(2TMS)_MP_RI:1055_IDENT:B+C",1,446189.5413,3966339924,NA,"e18060cz"
"Valine_(1TMS)_BP_RI:1084_IDENT:B+D",0.005,213.40162185,426763,NA,"e18060cz"
"Valine_(1TMS)_BP_RI:1084_IDENT:B+D",0.01,426.8032437,827730,NA,"e18060cz"
"Valine_(1TMS)_BP_RI:1084_IDENT:B+D",0.02,853.6064874,1240651,NA,"e18060cz"
"Valine_(1TMS)_BP_RI:1084_IDENT:B+D",0.05,2134.0162185,2446051,NA,"e18060cz"
"Valine_(1TMS)_BP_RI:1084_IDENT:B+D",0.1,4268.032437,1273992,NA,"e18060cz"
"Valine_(1TMS)_BP_RI:1084_IDENT:B+D",0.2,8536.064874,5051028,NA,"e18060cz"
"Valine_(1TMS)_BP_RI:1084_IDENT:B+D",0.5,21340.162185,9637358,NA,"e18060cz"
"Valine_(1TMS)_BP_RI:1084_IDENT:B+D",1,42680.32437,15142914,NA,"e18060cz"
"Alanine_(2TMS)_BP_RI:1097_IDENT:B+C",0.005,56.12302165,1632224,NA,"e18060cz"
"Alanine_(2TMS)_BP_RI:1097_IDENT:B+C",0.01,-99,-99,-99,"e18060cz"
"Alanine_(2TMS)_BP_RI:1097_IDENT:B+C",0.02,224.4920866,4514124,NA,"e18060cz"
"Alanine_(2TMS)_BP_RI:1097_IDENT:B+C",0.05,561.2302165,50699902,NA,"e18060cz"
"Alanine_(2TMS)_BP_RI:1097_IDENT:B+C",0.1,1122.460433,83075904,NA,"e18060cz"
"Alanine_(2TMS)_BP_RI:1097_IDENT:B+C",0.2,2244.920866,89281873,NA,"e18060cz"
"Alanine_(2TMS)_BP_RI:1097_IDENT:B+C",0.5,5612.302165,352765788,NA,"e18060cz"
"Alanine_(2TMS)_BP_RI:1097_IDENT:B+C",1,11224.60433,1181284293,NA,"e18060cz"
"Glycine_(2TMS)_BP_RI:1117_IDENT:A+C",0.005,-99,-99,-99,"e18060cz"
"Glycine_(2TMS)_BP_RI:1117_IDENT:A+C",0.01,-99,-99,-99,"e18060cz"
"Glycine_(2TMS)_BP_RI:1117_IDENT:A+C",0.02,1332.0900492,253039,NA,"e18060cz"
"Glycine_(2TMS)_BP_RI:1117_IDENT:A+C",0.05,3330.225123,10723213,NA,"e18060cz"
"Glycine_(2TMS)_BP_RI:1117_IDENT:A+C",0.1,6660.450246,13957541,NA,"e18060cz"
"Glycine_(2TMS)_BP_RI:1117_IDENT:A+C",0.2,13320.900492,9769677,NA,"e18060cz"
"Glycine_(2TMS)_BP_RI:1117_IDENT:A+C",0.5,33302.25123,45035580,NA,"e18060cz"
"Glycine_(2TMS)_BP_RI:1117_IDENT:A+C",1,66604.50246,157052919,NA,"e18060cz"
"Leucine_(1TMS)_BP_RI:1153_IDENT:B+C",0.005,-99,-99,-99,"e18060cz"
"Leucine_(1TMS)_BP_RI:1153_IDENT:B+C",0.01,914.8433331,2514250,NA,"e18060cz"
"Leucine_(1TMS)_BP_RI:1153_IDENT:B+C",0.02,1829.6866662,3391653,NA,"e18060cz"
"Leucine_(1TMS)_BP_RI:1153_IDENT:B+C",0.05,4574.2166655,4916857,NA,"e18060cz"
"Leucine_(1TMS)_BP_RI:1153_IDENT:B+C",0.1,9148.433331,18659241,NA,"e18060cz"
"Leucine_(1TMS)_BP_RI:1153_IDENT:B+C",0.2,18296.866662,54662101,NA,"e18060cz"
"Leucine_(1TMS)_BP_RI:1153_IDENT:B+C",0.5,45742.166655,135438569,NA,"e18060cz"
"Leucine_(1TMS)_BP_RI:1153_IDENT:B+C",1,91484.33331,174100911,NA,"e18060cz"
"Butanoic acid_ 3-hydroxy-_(2TMS)_MP_RI:1156_IDENT:A+B",0.005,144.092219,539355,NA,"e18060cz"
"Butanoic acid_ 3-hydroxy-_(2TMS)_MP_RI:1156_IDENT:A+B",0.01,288.184438,1137466,NA,"e18060cz"
"Butanoic acid_ 3-hydroxy-_(2TMS)_MP_RI:1156_IDENT:A+B",0.02,576.368876,2621985,NA,"e18060cz"
"Butanoic acid_ 3-hydroxy-_(2TMS)_MP_RI:1156_IDENT:A+B",0.05,1440.92219,7730806,NA,"e18060cz"
"Butanoic acid_ 3-hydroxy-_(2TMS)_MP_RI:1156_IDENT:A+B",0.1,2881.84438,16250023,NA,"e18060cz"
"Butanoic acid_ 3-hydroxy-_(2TMS)_MP_RI:1156_IDENT:A+B",0.2,5763.68876,32696195,NA,"e18060cz"
"Butanoic acid_ 3-hydroxy-_(2TMS)_MP_RI:1156_IDENT:A+B",0.5,14409.2219,86272716,NA,"e18060cz"
"Butanoic acid_ 3-hydroxy-_(2TMS)_MP_RI:1156_IDENT:A+B",1,28818.4438,191240331,NA,"e18060cz"
"Proline_(1TMS)_BP_RI:1172_IDENT:A+B",0.005,-99,-99,-99,"e18060cz"
"Proline_(1TMS)_BP_RI:1172_IDENT:A+B",0.01,-99,-99,-99,"e18060cz"
"Proline_(1TMS)_BP_RI:1172_IDENT:A+B",0.02,1216.0166768,2688412,NA,"e18060cz"
"Proline_(1TMS)_BP_RI:1172_IDENT:A+B",0.05,3040.041692,3411377,NA,"e18060cz"
"Proline_(1TMS)_BP_RI:1172_IDENT:A+B",0.1,6080.083384,17179802,NA,"e18060cz"
"Proline_(1TMS)_BP_RI:1172_IDENT:A+B",0.2,12160.166768,50217791,NA,"e18060cz"
"Proline_(1TMS)_BP_RI:1172_IDENT:A+B",0.5,30400.41692,126613542,NA,"e18060cz"
"Proline_(1TMS)_BP_RI:1172_IDENT:A+B",1,60800.83384,149237230,NA,"e18060cz"
"Isoleucine_(1TMS)_BP_RI:1174_IDENT:A+D",0.005,-99,-99,-99,"e18060cz"
"Isoleucine_(1TMS)_BP_RI:1174_IDENT:A+D",0.01,381.155664,2514749,NA,"e18060cz"
"Isoleucine_(1TMS)_BP_RI:1174_IDENT:A+D",0.02,762.311328,2982728,NA,"e18060cz"
"Isoleucine_(1TMS)_BP_RI:1174_IDENT:A+D",0.05,1905.77832,3229560,NA,"e18060cz"
"Isoleucine_(1TMS)_BP_RI:1174_IDENT:A+D",0.1,3811.55664,17850582,NA,"e18060cz"
"Isoleucine_(1TMS)_BP_RI:1174_IDENT:A+D",0.2,7623.11328,53885539,NA,"e18060cz"
"Isoleucine_(1TMS)_BP_RI:1174_IDENT:A+D",0.5,19057.7832,135290567,NA,"e18060cz"
"Isoleucine_(1TMS)_BP_RI:1174_IDENT:A+D",1,38115.5664,155658199,NA,"e18060cz"
"Valine_(2TMS)_MP_RI:1212_IDENT:B+D",0.005,213.40162185,218100,NA,"e18060cz"
"Valine_(2TMS)_MP_RI:1212_IDENT:B+D",0.01,426.8032437,365896,NA,"e18060cz"
"Valine_(2TMS)_MP_RI:1212_IDENT:B+D",0.02,853.6064874,1729623,NA,"e18060cz"
"Valine_(2TMS)_MP_RI:1212_IDENT:B+D",0.05,2134.0162185,14039317,NA,"e18060cz"
"Valine_(2TMS)_MP_RI:1212_IDENT:B+D",0.1,4268.032437,25061837,NA,"e18060cz"
"Valine_(2TMS)_MP_RI:1212_IDENT:B+D",0.2,8536.064874,26525182,NA,"e18060cz"
"Valine_(2TMS)_MP_RI:1212_IDENT:B+D",0.5,21340.162185,97182457,NA,"e18060cz"
"Valine_(2TMS)_MP_RI:1212_IDENT:B+D",1,42680.32437,289781119,NA,"e18060cz"
"Serine_(2TMS)_BP_RI:1260_IDENT:C+D",0.005,570.939195,3034629,NA,"e18060cz"
"Serine_(2TMS)_BP_RI:1260_IDENT:C+D",0.01,1141.87839,5685784,NA,"e18060cz"
"Serine_(2TMS)_BP_RI:1260_IDENT:C+D",0.02,2283.75678,7457166,NA,"e18060cz"
"Serine_(2TMS)_BP_RI:1260_IDENT:C+D",0.05,5709.39195,13364598,NA,"e18060cz"
"Serine_(2TMS)_BP_RI:1260_IDENT:C+D",0.1,11418.7839,35697250,NA,"e18060cz"
"Serine_(2TMS)_BP_RI:1260_IDENT:C+D",0.2,22837.5678,91077843,NA,"e18060cz"
"Serine_(2TMS)_BP_RI:1260_IDENT:C+D",0.5,57093.9195,202410860,NA,"e18060cz"
"Serine_(2TMS)_BP_RI:1260_IDENT:C+D",1,114187.839,224646950,NA,"e18060cz"
"Leucine_(2TMS)_MP_RI:1277_IDENT:B+C",0.005,-99,-99,-99,"e18060cz"
"Leucine_(2TMS)_MP_RI:1277_IDENT:B+C",0.01,-99,-99,-99,"e18060cz"
"Leucine_(2TMS)_MP_RI:1277_IDENT:B+C",0.02,1829.6866662,3584835,NA,"e18060cz"
"Leucine_(2TMS)_MP_RI:1277_IDENT:B+C",0.05,4574.2166655,26020372,NA,"e18060cz"
"Leucine_(2TMS)_MP_RI:1277_IDENT:B+C",0.1,9148.433331,54821142,NA,"e18060cz"
"Leucine_(2TMS)_MP_RI:1277_IDENT:B+C",0.2,18296.866662,118231415,NA,"e18060cz"
"Leucine_(2TMS)_MP_RI:1277_IDENT:B+C",0.5,45742.166655,437847728,NA,"e18060cz"
"Leucine_(2TMS)_MP_RI:1277_IDENT:B+C",1,91484.33331,1204070212,NA,"e18060cz"
"Glycerol_(3TMS)_MP_RI:1280_IDENT:C+D",0.005,134.9819124,26777180,NA,"e18060cz"
"Glycerol_(3TMS)_MP_RI:1280_IDENT:C+D",0.01,269.9638248,44329220,NA,"e18060cz"
"Glycerol_(3TMS)_MP_RI:1280_IDENT:C+D",0.02,539.9276496,39577639,NA,"e18060cz"
"Glycerol_(3TMS)_MP_RI:1280_IDENT:C+D",0.05,1349.819124,66690326,NA,"e18060cz"
"Glycerol_(3TMS)_MP_RI:1280_IDENT:C+D",0.1,2699.638248,112393511,NA,"e18060cz"
"Glycerol_(3TMS)_MP_RI:1280_IDENT:C+D",0.2,5399.276496,207002774,NA,"e18060cz"
"Glycerol_(3TMS)_MP_RI:1280_IDENT:C+D",0.5,13498.19124,539036147,NA,"e18060cz"
"Glycerol_(3TMS)_MP_RI:1280_IDENT:C+D",1,26996.38248,1457470734,NA,"e18060cz"
"Isoleucine_(2TMS)_MP_RI:1302_IDENT:A+D",0.005,-99,-99,-99,"e18060cz"
"Isoleucine_(2TMS)_MP_RI:1302_IDENT:A+D",0.01,-99,-99,-99,"e18060cz"
"Isoleucine_(2TMS)_MP_RI:1302_IDENT:A+D",0.02,762.311328,1079166,NA,"e18060cz"
